Núm,Projeto,Relator,Atribuído a,Prioridade,Gravidade,Freqüência,Versão do Produto,Categoria,Data de Envio,SO,Versão SO,Plataforma,Visibilidade,Atualizado,Resumo,Estado,Resolução,Corrigido na Versão
0000576,Desafio jMeter Project 1,jmeter.usr2,,@90@,pequeno,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,luptxkpjycfefuftfbgpefxdcmavcbbkxacrsorlnakfxmpafudrpobbwnjgoqxcxdorybarrunbzjdyummpfmpkbsaqxqvitevu,novo,aberto,
0000575,Desafio jMeter Project 1,jmeter.usr2,,urgente,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,cfmfqnsinmwggiinowqwvrlwroikwmnlfnnkpthtemxcjziqnlghexkidhjcjhxcopnhbfuwaempcaeauxwunodoeaexzknqmukx,novo,aberto,
0000574,Desafio jMeter Project 2,jmeter.usr3,,@100@,@90@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,dpwpacdjhqwdclduputunfzalfbnbyczucvztumiotjignzsnqpxvsmjjfiubwjnuknhfmmbqrldspqzwdbrbqqmnzoogtwapzat,novo,aberto,
0000573,Desafio jMeter Project 2,jmeter.usr4,,@100@,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,xiqafqvmqbvcufzhpjmdlqsotjigvmtjzydkrlyhgtboxicqxzdcaonyuayofhlngtpejixxngzambpueqrhqoyaehrbltvbqzep,novo,aberto,
0000572,Desafio jMeter Project 2,jmeter.usr4,,nenhuma,pequeno,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jqpuwqxhsvhiintfjktbbsyxeildukufnmskuxkepjjmrxkafcxzjpwgbdgbxybyratndrniftmujewwksxaavzzobkvkodlpwmh,novo,aberto,
0000571,Desafio jMeter Project 1,jmeter.usr5,,normal,@100@,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,wcuiskaubksivlgespfyccqrdgothpxatfmrtxmnduqgauqtnturckfnvhnmkicoaxvbeqhakaxjppeohqiljnsiicgagdcdncgr,novo,aberto,
0000570,Desafio jMeter Project 1,jmeter.usr1,,normal,texto,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ycmqhovkwwgzaweyuimtythwmnhewzbvufoukpjjryomsuqmxlgbsygruamlmbxvgctndaiuattxkntbqwpynpodoieskcbdoalp,novo,aberto,
0000569,Desafio jMeter Project 1,jmeter.usr1,,nenhuma,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,pxrotdrnhsutdozmqtqebeqmbvgnwcpdruwctcmwlqzjefyfmpdeldegullrbpumgwhykjxjinsvlltykwkvqecihbuvvybabfva,novo,aberto,
0000568,Desafio jMeter Project 2,jmeter.usr2,,normal,recurso,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,pjvokfitzyxhzcchkeccwsihokwasdtuwyxyjeclokrpesseslltqlhblqekwrgkwonyngyyiodfnirbexikafrrenkxhcjgfpkf,novo,aberto,
0000567,Desafio jMeter Project 1,jmeter.usr3,,nenhuma,texto,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,zmsozhibmplrmcmtpzquhxyqmqvlgbabnpmitpljayopisqseqzbyflxdievmpuhflihgkuqdutzbblbozkbupiwfehlcffyexsu,novo,aberto,
0000566,Desafio jMeter Project 2,jmeter.usr3,,normal,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,zsuqxyiltyvyvbidttnpatatdvtobuytdpkplgpaiqpoakrkkjqptaxohkcvffmamwtdpiktlhbfhaqusgfzbvkveiuefocfaejy,novo,aberto,
0000565,Desafio jMeter Project 1,jmeter.usr4,,nenhuma,recurso,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,apdqpkexzaszvlffxuckarsvgpjvqzuhcifepbfnclncgkveiyhhiouuemyignxaivankmphkpdnumvknkaytcjrqdiyyuxlhzov,novo,aberto,
0000564,Desafio jMeter Project 2,jmeter.usr5,,normal,@90@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,zztgxcfwcplkeucdqgnigzpmpcxskgitnoyjffheuoimvdvjlzixtieuclparanhyqyjuuxxuufwhvkgxyyajoedggmwzmgrkkgv,novo,aberto,
0000563,Desafio jMeter Project 1,jmeter.usr5,,normal,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,cdnhjobrhmhccljvyksuicoiexozmirbkuqdoeyvhgcbskeaueasyxlktkmxzgpuimciojtfqpsaonputylslkmpycelebicqzce,novo,aberto,
0000562,Desafio jMeter Project 2,jmeter.usr1,,normal,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,isnistlvsqodxtxuammsnhdaagpdkpffyjxxnpbaphbhqprwjeroedlpbtdcdslqfmbdsuihcnkdsiuewquinmhjohxulcqkfurb,novo,aberto,
0000561,Desafio jMeter Project 2,jmeter.usr2,,normal,texto,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jbhnkctyotkncyqhsygwgjiahctfdvqntwyfqhfwvgzbwrzpkkgeupzsmpsljjgxybxbkkxizujjsdydvhhptlpyeonsvzbuqcfy,novo,aberto,
0000560,Desafio jMeter Project 2,jmeter.usr2,,@100@,recurso,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ftzkljimuvgadgphlbucphaaaesaoiwrwaadjlaqwshbumgeketpjubjypszhllicvaubxanibwponxuxtoqmltjhsjmcopjewdd,novo,aberto,
0000559,Desafio jMeter Project 1,jmeter.usr3,,@100@,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,bellfpujqhgpcotrvjnzttzfcauatuetlnugcmbdfjnfsnnmkbzhdequzpkuawrikrcpqudkscvmjnjlousrtoosmsqxobzssauy,novo,aberto,
0000558,Desafio jMeter Project 1,jmeter.usr4,,nenhuma,@100@,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,kfvdzrrsjzbaruykrowdfyhhvljbrixpnfqpbgbsqqiymuhidsyyjgnmicystakhbyxipgxwmppgsxhwdzyyysqgrwiraktjnxpz,novo,aberto,
0000557,Desafio jMeter Project 1,jmeter.usr4,,nenhuma,recurso,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,bbcxhtghzrqrhqcexjucdrjrcggyoudexsdftcdzgmlegnknpwcgvoxsarcfayswnenqwxmtuhrlasodiglngdzkxjxdnnztwclm,novo,aberto,
0000556,Desafio jMeter Project 1,jmeter.usr5,,urgente,recurso,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,eprcayazsazxglcigobefjsmalagsgbkkavkawmogqfraydtgqqksukhaucvoweebyuvhgjfkawguiqpmjzfkbultwbnlpvphmtb,novo,aberto,
0000555,Desafio jMeter Project 2,jmeter.usr1,,@90@,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,qweyggktjtjkqwjrplavjujunphcechplwerojdxldvubobjdqsacpegzntbvlzzdvgcvgiugxwdfhdnhaaiytebyqdoxdqwpsip,novo,aberto,
0000554,Desafio jMeter Project 2,jmeter.usr1,,urgente,recurso,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,fuvawurbuyaaygwikgwbdjheoovszamhyunvuoypjyjqelbpncalhgyoxxoigoccxgdajukeltrmjbdrzkynrmxvchqmudphjwcj,novo,aberto,
0000553,Desafio jMeter Project 2,jmeter.usr2,,urgente,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,wbejqqdhzxlgfqlynqushutacyirrismoxjcfkkzkdnmqbpiesphbjfdnmnbhmwnfcakfukcduzpltvdkpycgapybvdgssilklrl,novo,aberto,
0000552,Desafio jMeter Project 2,jmeter.usr2,,@100@,pequeno,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,tiuqtncvainphatcgigjautaukxybfpbhvlsvbmyusumgxctdgdkasfphznwgtmojvzwiyttxybjoiuxmxpkkkywufvukeouppre,novo,aberto,
0000551,Desafio jMeter Project 2,jmeter.usr3,,nenhuma,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,acbeshggaooxgkxqexymlfebpcvngfmemheofusciholzbxfkfcqphakgqexeykumrgpqcvyddddvhldheqcksuzwgvlayispbhz,novo,aberto,
0000550,Desafio jMeter Project 2,jmeter.usr4,,urgente,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,oezxmoibxkyryqrarbwcdijpbsggujnmkqtwicaplnpfqtokvxibmgqedbvgcmpajvqcypwppzddtgrnfjdwsmjewtajlegyedvg,novo,aberto,
0000549,Desafio jMeter Project 1,jmeter.usr4,,urgente,texto,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,mzdqdfkddbcttxzfvlrcxqcoglaeysndcyrxszoelcdohkrgyuvigeiuibwzynxloijzhoklukgflhcgwgznzjoaulcsdhzadewf,novo,aberto,
0000548,Desafio jMeter Project 1,jmeter.usr5,,urgente,pequeno,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,tchivbavvyveocfdgtlfmwbtlxksrvdigjsbmscfdpsolxbnvdvwkrpnycxlxbmfvnnhljcccrdnpvwmbmhgaoqkhhoyccgptimq,novo,aberto,
0000547,Desafio jMeter Project 1,jmeter.usr1,,@100@,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,lxmjymughfmdnbpknqyacqgfdapbmkcydpbrfowsnqujcqwftcscttzbwfwaypoxmqaovrivgrvcvijjutxfogiytzclmofstyrz,novo,aberto,
0000546,Desafio jMeter Project 2,jmeter.usr1,,nenhuma,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,bctgyszbnszzonrqtplqdiisviysqzeccqphjchgyluzykmepqfohoxlqpxnzkzeaqldtlvajzihdfhhxjhywsvweooxvmsqhktb,novo,aberto,
0000545,Desafio jMeter Project 1,jmeter.usr2,,@90@,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,mlutvcdwkvirzumlolkmddhpppdxcwmoudbqftuuexarttavieejvqrjgagiphnjzugjaazryjnokpctoaotwfgdkpqluwuqrbhv,novo,aberto,
0000544,Desafio jMeter Project 1,jmeter.usr3,,urgente,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,yallzaoaxiepuzpogzfsywazpbzrvfgfgoavkukjrhsuasipnjwxxtdawsilhanxblvzjxxlppgrzuqtqtwtitbklctqxixsydrk,novo,aberto,
0000543,Desafio jMeter Project 1,jmeter.usr3,,normal,@90@,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,hfcmmnwgzcqpowtnnsbrabmepqbhfyvujpnaigtnrljtypcgvrxmrhbzvxpcvliejifnmozzbpbilhuthdxaybrdynuzqvhlpykp,novo,aberto,
0000542,Desafio jMeter Project 2,jmeter.usr4,,@90@,recurso,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,nhbegwdfqoclzxtntlpehfaeeqlplsdviallhecltrnbaxltqcdzaoveytzvboahhjzzfuhgutvbyjzerrkqqoymgbetocuikhrr,novo,aberto,
0000541,Desafio jMeter Project 2,jmeter.usr5,,@100@,@90@,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,flsbkrkbclaiswtymksbfjrnqinvtfirxdpezzqpincadqzcmwzqpzaoaxxpjaygavrqixxkxjcsruwxrotsmseprhkarhiizcxk,novo,aberto,
0000540,Desafio jMeter Project 2,jmeter.usr5,,urgente,pequeno,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,difkxytywwajyibdwqzxcvdaxodhjxqexopdhcaxhsmhvbjwipovodynhkffantiulsljbzouvhyrqswamqjkqhunzlyrdrdwqeh,novo,aberto,
0000539,Desafio jMeter Project 1,jmeter.usr1,,urgente,@90@,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ieaiinkjctzvjpghlaqkiunglxyjbvmdvsssirxkqsikoneuyecqylxcciyldxwtfqomylcisrypssmvllmxmqumohtjgdpnhmvy,novo,aberto,
0000538,Desafio jMeter Project 1,jmeter.usr2,,normal,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,anygdcpztlplbqbxgibxzijuzxfuzdltfwsxziyrxroolinpyjbydhqauvnkefrxjsetgzzwmpgqmjglkndmsavelffropjhfkoq,novo,aberto,
0000537,Desafio jMeter Project 1,jmeter.usr2,,urgente,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,fmrelwzcymvzqwwxlqnxffpqteeyjccupxlfrgfdqwlndmiixibtexmdykxirpxokivqvihetrguwhhqrtphuwkrrqwvjzvwzamf,novo,aberto,
0000536,Desafio jMeter Project 1,jmeter.usr3,,nenhuma,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,rvhuhzeiuyldrcyrjjxhldkvwevbaanvkfvhugfrykpocyitjylhsatfjhwyepkolwqnsizizybwaubvazktdeybkfrgyjdxqyci,novo,aberto,
0000535,Desafio jMeter Project 1,jmeter.usr4,,@90@,pequeno,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,szgtlrqrbkrxusturjqlbzirovtlubdcwmftslfxhlmmtgxxkzkrysqflxilbbkgkfwtdchlcwarwezvyvqifaghnxuldlgwqjzn,novo,aberto,
0000534,Desafio jMeter Project 2,jmeter.usr4,,normal,texto,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,qsctsikqzugnvmwrrjrluqkbxprjhbwcxazgpgzoiwoudsfenibdtrbtxghjbqfwvqozlgodmtlpkfhbhowqcpzrbhaykvjqvjzp,novo,aberto,
0000532,Desafio jMeter Project 2,jmeter.usr1,,nenhuma,texto,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ynzibgpwmtprtsqcscrgaqvtutvfbrofwrdvvnhtujxbhzsfoqkwkudyyuuscbbyeaeojvckrnpnojyvefcqwneyldelxhbisijr,novo,aberto,
0000533,Desafio jMeter Project 1,jmeter.usr5,,@90@,texto,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,mayoehzmlkvsrlgasrudigkjudrkuolnidqmhmxmacncokvsougvazagjmeshkmlznuttvhkbyibvvyaafraoyzqcxibjjueocnn,novo,aberto,
0000531,Desafio jMeter Project 1,jmeter.usr1,,urgente,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jcrgkrubcjfbhwnplpjjyvzhstwealdwkhyzjyibrabdhtfekaczphkxzrkmzvfxwrkhhxxxacvfcnusafltvcojxanwcbivfjlj,novo,aberto,
0000530,Desafio jMeter Project 2,jmeter.usr2,,normal,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,bizxgrmeodyhmpjptfrepnoiqsrbkxhpavbcapnblrielowwbjmuyjdgiumshchdpubbplndsyyhvrxkpvfqefmfbzkkzhrxskuv,novo,aberto,
0000529,Desafio jMeter Project 1,jmeter.usr2,,@100@,@100@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,qylwhxgljuekpsfwxyypkcgbbzljktdlwfubsffdbuessczhypeevbiaqnhrtlvulynnqswbvkhgouxykaqqvlomxzwmmenragwl,novo,aberto,
0000528,Desafio jMeter Project 2,jmeter.usr3,,normal,@90@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ketizexxmqiwyhywspwbezihqxayqhjtpmmwvxfreuhejktuhixgklikjevpqxpviygpnudnwqaygxzrqhmzfnwenathrmwmcges,novo,aberto,
0000527,Desafio jMeter Project 1,jmeter.usr4,,@100@,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,gjedvpndcysvourfvzyrydwkugtyntqhmqkbjqdtalcjxufqgjcddatgpjnuypltoehxuywwjlqwtsecysnxpkhfwufxfjqlhfdy,novo,aberto,
0000526,Desafio jMeter Project 2,jmeter.usr4,,@100@,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,bracpkwcksbfmgzqgratvkhhkwituwglsgjabhretyvpphqoqtftdqzwrokmozbaesgaxkhdtxdmacgevjmzbnmjzrkaxgdumvvf,novo,aberto,
0000525,Desafio jMeter Project 1,jmeter.usr5,,urgente,recurso,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jpcnzukjvazsvxizdsjnjgxkhrokrwqicxwuoaliqondjkwsupspsbimhjndylaqggnjbbmhubrbxamdmlktfmvnmqjmgizaewty,novo,aberto,
0000524,Desafio jMeter Project 2,jmeter.usr1,,normal,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,rezdqbehpbnlnbrgypjbhoszrcloanwaesvvknssqhucwxycldxklicqzwvwtpquckxmimkllxhsrgtsgqwzjvldjjnhxicksydc,novo,aberto,
0000523,Desafio jMeter Project 2,jmeter.usr1,,@90@,@90@,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jocjgrnlisjdgntkelepsmnsqeicfxvejmvbyfpyyvsrhaguidqkbaifutjdkawflvowhtrbtelpmswxizthtjyvptqbtxeznetv,novo,aberto,
0000522,Desafio jMeter Project 2,jmeter.usr2,,nenhuma,pequeno,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,skpwopqczgouchbjkxkiadvsoodgkplrgnkgyhxtrcjkddkzbkajnvsyefcmrxlznkunqtxvzhwmahvxiyeiihynuebomdrjtabc,novo,aberto,
0000521,Desafio jMeter Project 2,jmeter.usr3,,@100@,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,yrgibrnhmenzzwwgitiiazbzzykxzprrjexpongepuighbdwmpambuvaxeqgfcfknvbocbtsogwxcmwozgkobrrzkccqciuhsydi,novo,aberto,
0000520,Desafio jMeter Project 1,jmeter.usr3,,nenhuma,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,hkmlejqybpzjnnwhxizekbqkpxfxysgzrlrioyftibubldfjxlbewmeuvlprijosycmltujoqlitmfupqzoqchocyjoghhubnfjh,novo,aberto,
0000519,Desafio jMeter Project 1,jmeter.usr4,,urgente,pequeno,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,pbvlwrlbnarcgklojvcfumywkcqturzjquyvqvdqkpvagvpnmnksgfohnfvvvxffinwldlbhbmqefgabtckuausrmthahttwcrse,novo,aberto,
0000518,Desafio jMeter Project 2,jmeter.usr5,,nenhuma,@100@,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,adctkxmgzosphubciomfhzpbubzcbqfqucjnjmtwopufrkkdhrropufnmjeayxiczjbdclulzrisskqearalhgxbcgzzvsmurvrx,novo,aberto,
0000517,Desafio jMeter Project 2,jmeter.usr5,,@100@,recurso,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,xddcmhaateihfpqxiftgmjdhgvqmwxpmokypjdbuoodjqdvfdybgyccaaclrwapgtkqlhckbqyvejbzwoldjmubmpufdjmsqdqzi,novo,aberto,
0000516,Desafio jMeter Project 2,jmeter.usr1,,@90@,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,beeetkodgqbncaszqhfuhrelwsbkplabfbnunjfyspajsyjqaeassqsiwitydktfqdjfvrlelyiriyibaibqhagawrhtqmrpdrhv,novo,aberto,
0000515,Desafio jMeter Project 1,jmeter.usr2,,@90@,@90@,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ehvrmlsajuramfhecpimahgsayleekqrnjkvxxfuomficriwdrlfrudvqlokvmkvutugfyrpxfmdnmkojeogqtnwtozuggkozmdq,novo,aberto,
0000514,Desafio jMeter Project 2,jmeter.usr2,,urgente,pequeno,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jompdjzrgycdlyljasxnpdizannraqbcenmnlruztauadezoojkuntufvwszbcnkvozooemnalhbnssoirtdgrzqfbgvkcfzmjxs,novo,aberto,
0000513,Desafio jMeter Project 2,jmeter.usr3,,nenhuma,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,sdnenvvynlflbhpnbaefnogjvhdswdeewhcvxadchahopqrgivcmloastuxecfvaqpwretecpchudnmtlzbzuxpacdwapwsbedjm,novo,aberto,
0000512,Desafio jMeter Project 2,jmeter.usr4,,@100@,texto,incapaz de reproduzir,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jhrlwqwzkkexukgnlmiwiqfercgqkcnagzadbgqrmrhdwchbzzagdgmlnuianjruyfjgqajoivsmpricgddirbqqyolxmqqoxyki,novo,aberto,
0000511,Desafio jMeter Project 2,jmeter.usr4,,@90@,@90@,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jcxyafjyyrhjbhnujncjmhjkvcsgimasrarnjzsomkfalunybutuxbppnfqwicrfbunswpofyarzldbclplslumghphwhulhpkzy,novo,aberto,
0000510,Desafio jMeter Project 2,jmeter.usr5,,normal,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ngznfycaxmubylebicisyyfqwgjmkrzxhilmeihnxdwvxposctyevpaaquibvzgeusnxjinjiqicvcauypsnjfwedscptsgznwdh,novo,aberto,
0000509,Desafio jMeter Project 2,jmeter.usr1,,@100@,recurso,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,vfttxyoeypzhqkpteuzoxcitoxmlztaqqnitmgshxrigvmwdxlysajplhhahuvnpqgibiklmjgvyfnesnicmmfygdsfinmwhwkpc,novo,aberto,
0000508,Desafio jMeter Project 1,jmeter.usr1,,urgente,texto,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,pxfjiwgxmdpabyfszhmmmksupwuzckdmcjaisadkzkwekjkkrrllpvhzuksudcatwvthoelrbvsxyiomgvlaqwbftuhogyqewjgh,novo,aberto,
0000507,Desafio jMeter Project 2,jmeter.usr2,,@90@,@90@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,rsitfqajxurucbgnsbwugydudwubeevceubawzgkfyyrlbfubfuvheiqvwymtomvrvubxomjwrxdghoejmujfjnegnehjnwyetbq,novo,aberto,
0000506,Desafio jMeter Project 1,jmeter.usr2,,urgente,pequeno,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,kjghyuzoudxodygoggcetetdmaxfyulobblulqegisohcbwizjhcwwgwhsyjohaaxvnvgbgxpzlizngudsidbehrpowvscmxroth,novo,aberto,
0000505,Desafio jMeter Project 2,jmeter.usr3,,@100@,texto,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,cpkzbvmafowhehonzfcpjhasktfdwyjadjncwjjfnwhscmdbarwjlxmmwwstrzqxtqwowpwumjxkamwhcbbqmppiisggnqxdcicv,novo,aberto,
0000504,Desafio jMeter Project 1,jmeter.usr4,,normal,texto,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,lqtjyqljwpicvcdshqlizozwmamxvvihmdwyxxjhfgzsrrrmwuhykljuydbihwpueaoiffimsnxyskapkmjsdmvpaybywdehuqno,novo,aberto,
0000503,Desafio jMeter Project 2,jmeter.usr4,,urgente,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ghuqhwvqgwldawwdvlqlfwdcqshpahaatgochghsqizpyqwwbuijlngknflkwjvkutafzvaaiigrjyrbqexvgftvnzaywswdqlsb,novo,aberto,
0000502,Desafio jMeter Project 2,jmeter.usr5,,nenhuma,@100@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jhwxrsobpvedskxitwjcsdybwvwperlkhizlssiokqmnwxnhgduroqmquzpaxmmuiwbcbcaiiniagjghxsgvavfwhbffsbqgifxb,novo,aberto,
0000501,Desafio jMeter Project 2,jmeter.usr1,,normal,recurso,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,ljjkurzmbhoeafubboebrdqzliefcvmpxybjngdrboohzqmaboedcuwnkeisquqfnflrttwjrshzoprtbwjunvvrdnwqcjzlsmsu,novo,aberto,
0000500,Desafio jMeter Project 1,jmeter.usr1,,@90@,@90@,sempre,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,gfbglgbcbzczmfxgmlikqckazgubxgxlabqfrflpknjcdjypaocswnkrvavefufrbsrqvselntxrmypuczuugfxpofwwjwbtssei,novo,aberto,
0000499,Desafio jMeter Project 1,jmeter.usr2,,@90@,texto,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,oowmblbcxqbqdqusflbzqpkcmhpgsmkxhippinvhkknqcobavoxxexviodxjdmevvpmrnwtrcihuerasylevazvsagtpbwrvnksb,novo,aberto,
0000498,Desafio jMeter Project 2,jmeter.usr3,,nenhuma,@90@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jjmqbvzlvbupagwfcmmjbbnxthjnhvqkqyapwtsvscpwwdewcnfjfdptwhlecyobfdjkcoubnbtnjwdwxbdthyxknxmfojebmxem,novo,aberto,
0000497,Desafio jMeter Project 2,jmeter.usr3,,urgente,@100@,às vezes,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,kwuiobgohvvycxbkobqprisevbtfqkblwvtruhkfzosaapurbkhcuygjgwmkiejhbupxtadbrwcyhwcoihnwzfqrlarbpiagbinf,novo,aberto,
0000496,Desafio jMeter Project 2,jmeter.usr4,,nenhuma,@100@,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,tzwwbiasqjhxxpxbkjyqhnhmmpsopryjrzrbqxkypmnjwfazlwhwqunrffvqwpfypnujpnvepufiipiaslpobrxbhvoydnsqclml,novo,aberto,
0000495,Desafio jMeter Project 1,jmeter.usr5,,urgente,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,jqigeuywhbalalvbgcfosvatayaigivzgwepqqcfyhygcmcwdsrhylnvhrdgbxwcxfupgqtekcxibyzljmmtrapwudpmdrmvczxv,novo,aberto,
0000494,Desafio jMeter Project 1,jmeter.usr5,,nenhuma,texto,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,kxlcdyuuyjgchzwnupzwuutdivfvkcbpcckdgpsenxounpxwfsqyjpqpnbbtygihytijsfyjuvqictyjudhpyvmhizgnektvwdcf,novo,aberto,
0000493,Desafio jMeter Project 1,jmeter.usr1,,@100@,@100@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,magcnaxuymmemzucmueqhnewkhpkkyzxhbxkjkhphqxbklftplqjeosrblplorwnauqmlybrjkdxqmfygpdlkkzzdxuvkpmjhrkx,novo,aberto,
0000492,Desafio jMeter Project 2,jmeter.usr2,,urgente,pequeno,N/D,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,rmpwrneeflxokdvfmxhlhkdkxcadqbkxrgchuwubbwmtkyrbvonvuxzdshncqtvzxbsblbowilwxunhhuwebiatyzqplilzpfkab,novo,aberto,
0000491,Desafio jMeter Project 2,jmeter.usr2,,urgente,@100@,aleatório,,(Nenhuma Categoria),2017-05-08,,,,público,2017-05-08,mhhmqlwjkgjnwidtzisilubwsxdulkzjjxnliorxbuylrmlaqikyougoctxsoqlkmbcfrerlvvbpqfdtbfzegxzeafhrrgvumvyq,novo,aberto,
